user_id,role_k1500,onet_code,onet_title,affected_score
154075837,bank teller,43-3071.00,Tellers,0.5862068965517241
40956586,bank teller,43-3071.00,Tellers,0.5862068965517241
83098776,teller,43-3071.00,Tellers,0.5862068965517241
55808626,bank teller,43-3071.00,Tellers,0.5862068965517241
184413610,financial service,43-3071.00,Tellers,0.5862068965517241
59708526,teller,43-3071.00,Tellers,0.5862068965517241
1168390,bank teller,43-3071.00,Tellers,0.5862068965517241
176515003,bank teller,43-3071.00,Tellers,0.5862068965517241
134046925,financial service,43-3071.00,Tellers,0.5862068965517241
193363549,mortgage banker,13-2072.00,Loan Officers,0.5833333333333334
21227717,loan officer,13-2072.00,Loan Officers,0.5833333333333334
69010193,loan officer,13-2072.00,Loan Officers,0.5833333333333334
177205598,electrical designer,17-3012.00,Electrical and Electronics Drafters,0.5833333333333334
124578353,loan officer,13-2072.00,Loan Officers,0.5833333333333334
55128692,mortgage loan officer,13-2072.00,Loan Officers,0.5833333333333334
55097254,cad designer,17-3012.00,Electrical and Electronics Drafters,0.5833333333333334
194130234,loan officer,13-2072.00,Loan Officers,0.5833333333333334
87650851,mortgage banker,13-2072.00,Loan Officers,0.5833333333333334
161503054,loan officer,13-2072.00,Loan Officers,0.5833333333333334
17007024,mortgage loan originator,13-2072.00,Loan Officers,0.5833333333333334
169460423,cad designer,17-3012.00,Electrical and Electronics Drafters,0.5833333333333334
55882050,mortgage loan originator,13-2072.00,Loan Officers,0.5833333333333334
18338884,cad designer,17-3012.00,Electrical and Electronics Drafters,0.5833333333333334
162580926,mortgage loan originator,13-2072.00,Loan Officers,0.5833333333333334
141653943,mortgage loan originator,13-2072.00,Loan Officers,0.5833333333333334
101639269,cad designer,17-3012.00,Electrical and Electronics Drafters,0.5833333333333334
40983397,lending,13-2072.00,Loan Officers,0.5833333333333334
205117706,lending,13-2072.00,Loan Officers,0.5833333333333334
5725438,loan officer,13-2072.00,Loan Officers,0.5833333333333334
176413255,cad designer,17-3012.00,Electrical and Electronics Drafters,0.5833333333333334
171238426,lending,13-2072.00,Loan Officers,0.5833333333333334
190017095,mortgage loan officer,13-2072.00,Loan Officers,0.5833333333333334
59190273,mortgage loan originator,13-2072.00,Loan Officers,0.5833333333333334
36088643,loan officer,13-2072.00,Loan Officers,0.5833333333333334
189470915,loan officer,13-2072.00,Loan Officers,0.5833333333333334
61224151,mortgage loan officer,13-2072.00,Loan Officers,0.5833333333333334
44943604,mortgage loan originator,13-2072.00,Loan Officers,0.5833333333333334
24282822,mortgage loan originator,13-2072.00,Loan Officers,0.5833333333333334
15600142,cad designer,17-3012.00,Electrical and Electronics Drafters,0.5833333333333334
91974015,loan officer,13-2072.00,Loan Officers,0.5833333333333334
126075671,mortgage loan officer,13-2072.00,Loan Officers,0.5833333333333334
156497473,mortgage loan officer,13-2072.00,Loan Officers,0.5833333333333334
147660869,mortgage banker,13-2072.00,Loan Officers,0.5833333333333334
103229554,loan officer,13-2072.00,Loan Officers,0.5833333333333334
133598606,loan officer,13-2072.00,Loan Officers,0.5833333333333334
42675497,mortgage loan originator,13-2072.00,Loan Officers,0.5833333333333334
192936465,mortgage loan officer,13-2072.00,Loan Officers,0.5833333333333334
175610431,cad designer,17-3012.00,Electrical and Electronics Drafters,0.5833333333333334
137792163,cad designer,17-3012.00,Electrical and Electronics Drafters,0.5833333333333334
86776872,mortgage loan originator,13-2072.00,Loan Officers,0.5833333333333334
138298150,communications,27-3031.00,Public Relations Specialists,0.5833333333333333
129505109,community relations,27-3031.00,Public Relations Specialists,0.5833333333333333
19944733,public relations,27-3031.00,Public Relations Specialists,0.5833333333333333
168179346,public relations,27-3031.00,Public Relations Specialists,0.5833333333333333
107050670,communications,27-3031.00,Public Relations Specialists,0.5833333333333333
183087158,community relations,27-3031.00,Public Relations Specialists,0.5833333333333333
137284138,communications coordinator,27-3031.00,Public Relations Specialists,0.5833333333333333
200608914,communications coordinator,27-3031.00,Public Relations Specialists,0.5833333333333333
10874664,loan processor,43-4131.00,Loan Interviewers and Clerks,0.5833333333333333
135124255,procurement,11-3061.00,Purchasing Managers,0.5833333333333333
135008595,community relations,27-3031.00,Public Relations Specialists,0.5833333333333333
